"Status Code/Type"	"Row Name"	"Run #"	CS_1	CS_10	CS_11	CS_12	CS_2	CS_3	CS_4	CS_5	CS_6	CS_7	CS_8	CS_9	IB_1	IB_10	IB_11	IB_12	IB_2	IB_3	IB_4	IB_5	IB_6	IB_7	IB_8	IB_9	IC_1	IC_10	IC_11	IC_12	IC_2	IC_3	IC_4	IC_5	IC_6	IC_7	IC_8	IC_9	ID_1	ID_10	ID_11	ID_12	ID_2	ID_3	ID_4	ID_5	ID_6	ID_7	ID_8	ID_9	IF_1	IF_10	IF_11	IF_12	IF_2	IF_3	IF_4	IF_5	IF_6	IF_7	IF_8	IF_9	M_CS_1	M_CS_10	M_CS_11	M_CS_12	M_CS_2	M_CS_3	M_CS_4	M_CS_5	M_CS_6	M_CS_7	M_CS_8	M_CS_9	M_IB_1	M_IB_10	M_IB_11	M_IB_12	M_IB_2	M_IB_3	M_IB_4	M_IB_5	M_IB_6	M_IB_7	M_IB_8	M_IB_9	M_IC_1	M_IC_10	M_IC_11	M_IC_12	M_IC_2	M_IC_3	M_IC_4	M_IC_5	M_IC_6	M_IC_7	M_IC_8	M_IC_9	M_ID_1	M_ID_10	M_ID_11	M_ID_12	M_ID_2	M_ID_3	M_ID_4	M_ID_5	M_ID_6	M_ID_7	M_ID_8	M_ID_9	M_IF_1	M_IF_10	M_IF_12	M_IF_2	M_IF_3	M_IF_4	M_IF_5	M_IF_6	M_IF_7	M_IF_8	M_IF_9	M_OB_1	M_OB_10	M_OB_11	M_OB_12	M_OB_2	M_OB_3	M_OB_4	M_OB_5	M_OB_6	M_OB_7	M_OB_8	M_OB_9	M_OC_1	M_OC_10	M_OC_11	M_OC_12	M_OC_2	M_OC_3	M_OC_4	M_OC_5	M_OC_6	M_OC_7	M_OC_8	M_OC_9	M_OD_1	M_OD_10	M_OD_11	M_OD_12	M_OD_2	M_OD_3	M_OD_4	M_OD_5	M_OD_6	M_OD_7	M_OD_8	M_OD_9	M_OF_1	M_OF_10	M_OF_11	M_OF_12	M_OF_2	M_OF_3	M_OF_4	M_OF_5	M_OF_6	M_OF_7	M_OF_8	M_OF_9	n_CS	n_IB	n_IC	n_ID	n_IF	n_OB	n_OC	n_OD	n_OF	OB_1	OB_10	OB_11	OB_12	OB_2	OB_3	OB_4	OB_5	OB_6	OB_7	OB_8	OB_9	OC_1	OC_10	OC_11	OC_12	OC_2	OC_3	OC_4	OC_5	OC_6	OC_7	OC_8	OC_9	OD_1	OD_10	OD_11	OD_12	OD_2	OD_3	OD_4	OD_5	OD_6	OD_7	OD_8	OD_9	OF_1	OF_10	OF_11	OF_12	OF_2	OF_3	OF_4	OF_5	OF_6	OF_7	OF_8	OF_9	Braking__U__mag__max	Camber_Gain_2g_Braking	HEX_areal	HEX_mass	Mass_total	Tot_Strain	U_flange_Braking	U_flange_Bump_Braking	U_flange_Bump_Cornering	U_flange_Cornering	UD__mass	UD_areal	"Design Feasibility"	"Objective and Penalty"	"Objective Function"	"Penalty Function"
OK	Optimization1[1]/Subflow[2011]	2011	45	60	75	15	75	60	-30	45	-60	0	-60	-60	45	-30	15	75	75	30	-60	-30	-30	-60	45	0	45	75	30	-30	-60	-60	75	-60	-30	-30	-30	45	45	-60	-30	-30	45	-30	-30	60	-60	75	75	-60	45	15	-60	15	-30	-60	-60	60	75	-30	-60	-60	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	9	8	4	5	6	7	6	6	6	45	45	-60	-60	75	-30	45	45	60	0	45	75	45	15	-30	45	-60	75	15	-60	-30	60	45	15	45	15	45	75	45	15	45	45	75	45	45	60	45	-30	45	-30	75	75	60	-30	30	60	45	-30	1.90908	0.0880588711385	0.58579125	468.633	503.898	18754.7055664	1.90370283202	2.20593601835	3.06150770655	2.622632094	35.265	0.2351	1	151962795.05004746	18754.7055664	151944040.34448105
OK	Optimization1[1]/Subflow[2012]	2012	45	60	75	15	75	75	-30	45	-60	0	-30	-30	45	-30	15	75	75	60	-60	-30	-30	0	45	-60	45	75	30	-30	-30	-60	45	15	15	-60	-30	15	45	15	15	-30	75	-60	-60	30	-60	45	75	-60	45	45	-60	15	-60	-60	-30	75	75	15	-60	15	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	8	6	7	6	8	6	6	5	45	15	0	-30	75	15	45	75	30	-60	75	75	45	75	-30	45	-30	60	-30	-60	-30	75	45	45	45	-30	15	75	45	-30	75	45	75	45	45	60	45	15	75	15	75	45	30	-30	30	60	15	-30	1.50615	0.0788906123474	0.63492	507.936	543.411	16475.8813477	1.50575511289	1.80030349716	2.70428944462	2.32090335606	35.475	0.2365	1	18845165687.54631	16475.8813477	18845149211.664963
OK	Optimization1[1]/Subflow[2013]	2013	45	60	75	15	75	60	15	15	-60	0	15	-60	45	-60	45	75	75	30	-30	-30	-60	0	75	0	45	75	60	-30	-30	-60	45	-30	15	-30	15	-30	45	-30	15	-30	75	-30	-60	30	-60	75	75	-60	45	15	-60	-30	-30	0	-60	75	45	15	-60	-30	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	7	10	6	8	6	8	6	6	8	45	45	-60	-60	75	15	45	75	75	0	75	75	45	75	-30	45	-30	75	15	-60	-30	60	15	15	45	15	15	75	45	-60	75	45	45	45	45	60	45	45	15	15	75	45	30	45	30	60	45	-30	1.14382	0.0737666552325	0.6534825	522.786	549.171	14934.9400635	1.14382042798	1.35123642533	1.96334836567	1.68511207604	26.385	0.1759	1	24177887348.488678	14934.9400635	24177872413.548615
OK	Optimization1[1]/Subflow[2014]	2014	45	75	45	15	75	75	-30	45	-60	0	-30	-30	45	15	15	45	45	60	-60	-60	-60	0	75	0	45	75	30	-60	-30	0	45	-30	15	-30	-30	15	45	15	-60	-60	75	-30	-60	30	-60	75	75	-60	45	15	-60	-30	-60	-60	-60	75	75	15	0	-30	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	10	6	7	6	7	6	6	6	45	75	0	-60	75	-30	45	75	75	-60	75	75	45	45	-60	45	-60	75	15	-60	-30	60	45	-30	45	-30	15	75	45	15	75	45	75	45	45	60	45	-30	45	15	75	75	60	-30	30	60	45	-30	1.22089	0.067300955365	0.62299875	498.399	522.894	14917.1015625	1.22089217286	1.46172372806	2.26848858044	1.94574993072	24.495	0.1633	1	5241367278.699735	14917.1015625	5241352361.598172
OK	Optimization1[1]/Subflow[2015]	2015	45	60	75	15	45	75	-30	45	-60	30	-30	-30	45	-30	15	75	75	0	-30	-30	-30	0	75	0	45	75	30	-30	-30	0	45	-30	-30	-30	-60	-30	45	-30	-30	-60	75	15	-60	0	-60	75	75	-60	45	45	-60	45	-60	-60	-30	75	75	15	-60	15	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	7	8	6	8	6	7	6	8	8	45	45	0	-60	75	15	15	75	75	0	75	75	45	75	-60	45	-30	60	-30	-60	-30	75	45	-30	45	-30	15	75	45	-30	75	75	75	15	45	60	45	15	45	-30	45	75	30	-30	60	60	45	-30	1.37891	0.0622040911402	0.615285	492.228	529.533	15421.1507568	1.37103653922	1.66972198182	2.47805029046	2.10739279966	37.305	0.2487	1	8721996312.81293	15421.1507568	8721980891.662172
OK	Optimization1[1]/Subflow[2016]	2016	45	60	75	15	75	75	-60	45	0	-60	-30	-30	45	-30	45	45	75	30	-30	-30	-60	-60	75	0	45	45	0	-60	-30	0	75	-30	15	-30	-60	15	45	-30	-60	-30	75	-30	-30	30	-60	75	75	-60	45	-30	-60	15	15	0	-30	60	75	15	0	-30	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	7	10	6	7	6	8	8	6	6	45	75	-60	15	45	15	45	75	60	0	75	75	45	75	-60	75	-30	60	15	-60	-60	60	45	15	45	15	15	75	45	-30	75	15	75	45	45	75	45	15	45	15	75	75	30	45	60	60	75	-30	1.12845	0.062911368165	0.61714125	493.713	533.118	13966.9621582	1.12836541021	1.35056850508	1.98018221315	1.69144388558	39.405	0.2627	1	10968033208.631582	13966.9621582	10968019241.669424
OK	Optimization1[1]/Subflow[2018]	2018	45	75	75	45	75	60	-30	15	0	-60	-30	-30	45	15	15	45	45	30	15	-30	15	30	75	-60	45	45	60	-30	-30	-60	45	-30	15	-30	-30	-30	45	-60	-30	-30	75	15	-30	0	-60	75	75	-60	45	15	-60	-30	-60	-60	-60	60	75	-30	-60	-30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	7	8	6	7	6	7	6	6	6	45	45	-60	-60	75	15	45	75	60	0	75	45	45	45	-30	75	-30	60	15	-60	-30	60	45	15	45	-30	15	75	75	-30	75	75	75	45	45	60	45	15	45	15	75	75	60	15	30	60	45	15	1.32974	0.0710952602179	0.6323625	505.89	522.57	16041.9584961	1.32941006591	1.61279644274	2.48424927975	2.11370552021	16.68	0.1112	1	5094065043.841334	16041.9584961	5094049001.882838
OK	Optimization1[1]/Subflow[2019]	2019	45	30	75	15	75	60	-60	75	0	0	-30	-30	45	-30	15	75	75	30	-30	-30	-30	-60	75	0	45	75	30	-30	-30	0	45	-30	15	-30	-30	15	45	-30	-30	-30	75	15	-30	75	-60	75	75	-60	45	15	-60	15	-30	-60	-60	30	45	15	0	-30	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	6	10	6	5	6	7	6	6	6	45	15	-60	-30	75	15	45	45	60	-60	45	75	45	15	-30	75	-30	30	15	-60	15	75	45	15	45	-30	15	75	45	-30	75	45	45	75	45	60	45	15	45	15	75	45	0	15	0	60	45	-30	1.56761	0.0690978905641	0.54668625	437.349	470.649	17534.7053223	1.56761256165	1.87757709147	2.87572801743	2.43810558132	33.3	0.222	1	8614829548.502619	17534.7053223	8614812013.797297
OK	Optimization1[1]/Subflow[2020]	2020	45	60	45	15	75	60	-30	45	0	0	-30	-30	45	15	15	45	75	30	-30	-30	-60	0	75	0	45	75	30	-30	-30	0	45	-30	15	-30	-60	15	45	15	-60	-30	75	-30	-60	0	0	75	75	-60	45	15	-60	15	-30	-60	-60	75	75	-30	0	15	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	7	10	4	7	6	7	6	4	8	45	45	-60	-60	75	15	75	75	60	-60	75	75	45	45	15	45	-30	75	15	-60	-30	75	45	-30	45	-30	15	75	45	-30	75	75	75	45	75	60	45	-30	45	15	75	75	30	15	30	60	15	-60	1.43727	0.0765155099768	0.52078125	416.625	470.58	17833.4324951	1.43726819699	1.69666247082	2.35803194535	2.00722604937	53.955	0.3597	1	8655381840.259636	17833.4324951	8655364006.82714
OK	Optimization1[1]/Subflow[2021]	2021	45	60	75	15	75	75	-30	45	-60	-60	-30	-30	45	-30	15	75	75	60	-30	-30	-60	0	75	0	45	75	0	-60	15	-60	45	-30	15	15	-60	45	45	-30	-30	-30	75	-30	-60	30	-60	75	75	-60	45	15	-60	15	-60	0	-60	60	75	15	0	-30	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	7	10	4	7	8	8	6	6	6	45	45	-60	-30	75	15	45	45	75	30	75	75	45	45	15	75	-30	75	15	-60	15	60	45	15	45	-30	15	45	45	-30	75	45	75	75	45	30	45	15	45	15	75	75	30	45	30	60	45	-30	1.4714	0.0803070905332	0.550605	440.484	488.574	16622.1772461	1.47134600162	1.70362734604	2.20775501908	1.87470173053	48.09	0.3206	1	1305551385.00492	16622.1772461	1305534762.827674
OK	Optimization1[1]/Subflow[2024]	2024	45	60	75	15	75	60	15	75	-60	0	-30	-30	45	-60	15	75	75	30	15	-60	-30	-60	75	0	45	75	60	-60	-30	0	75	-30	15	-30	-30	45	45	-30	-30	-60	75	-30	-30	30	-60	75	75	-60	45	15	-60	15	-30	-60	-60	60	45	15	-60	15	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	12	8	7	6	7	6	6	6	45	75	-60	-30	75	45	15	75	75	0	75	75	45	45	-30	75	15	60	15	0	-30	60	45	15	45	-30	-30	75	15	-30	75	45	75	45	45	60	45	15	45	15	45	75	60	15	30	60	15	-60	1.1119	0.0650084895635	0.61169625	489.357	532.962	14445.6850586	1.11160038997	1.33375397643	2.15635879906	1.84168748743	43.605	0.2907	1	10864948887.046259	14445.6850586	10864934441.3612
OK	Optimization1[1]/Subflow[2025]	2025	45	60	75	-30	75	60	-30	45	-60	0	15	-30	45	-30	45	45	75	0	-30	-30	15	-60	45	-60	45	45	30	-30	-30	0	45	-60	15	-30	-30	-30	45	-60	-30	-60	45	15	-60	30	-60	75	75	-60	45	15	-60	15	-30	-60	-30	75	75	-30	-60	-30	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	6	10	4	7	8	7	8	6	6	45	45	-60	-30	75	15	15	45	75	30	75	45	45	15	-30	45	-30	60	15	-60	-30	60	45	15	45	-60	15	75	15	-30	75	75	75	45	45	60	45	15	75	45	75	75	0	45	30	60	45	-60	1.23467	0.0634815328982	0.53497125	427.977	479.757	15689.901001	1.23466671744	1.45742874246	2.04638456337	1.71959457454	51.78	0.3452	1	4097806185.4633355	15689.901001	4097790495.5623345
OK	Optimization1[1]/Subflow[2026]	2026	45	60	75	45	75	75	-30	45	0	30	-30	-30	45	15	15	75	75	30	-30	15	-30	0	75	30	45	75	0	15	-30	0	45	-60	15	-30	-60	15	45	-60	-30	-30	75	45	-30	30	-60	45	75	-60	45	15	0	15	-60	-60	-60	60	75	15	-60	-60	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	7	8	6	7	6	7	6	6	6	45	45	0	-30	75	15	45	75	60	30	75	75	45	45	15	75	-30	60	15	-60	-60	75	45	15	45	-30	-30	75	75	-60	75	45	75	45	45	60	45	15	45	-30	75	75	30	15	0	60	45	-30	1.80217	0.0730726835455	0.5581125	446.49	490.17	18170.1540527	1.8015379402	2.14601659147	3.10777064967	2.64701548522	43.68	0.2912	1	966307172.6336926	18170.1540527	966289002.4796399
OK	Optimization1[1]/Subflow[2027]	2027	45	75	45	15	75	75	-30	15	-60	0	-60	-30	45	-30	15	45	75	30	-30	-30	-30	0	75	30	45	75	30	-30	-30	0	75	-30	15	-60	-30	15	45	-30	-30	-30	75	-60	-60	0	-60	75	75	-60	45	15	-60	-30	-30	-60	-60	75	75	15	-60	15	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	8	6	8	6	8	6	6	6	45	45	0	-30	75	45	45	75	60	30	75	75	45	45	-30	45	15	60	-30	-60	15	60	45	15	45	15	15	75	45	15	45	45	75	45	45	60	45	15	75	15	75	75	30	-30	30	60	75	15	1.33441	0.0677470885699	0.58806	470.448	499.308	15779.7967529	1.33183810716	1.60210867152	2.30617638034	1.95904011519	28.86	0.1924	1	4804420.979566896	15779.7967529	4788641.182813996
OK	Optimization1[1]/Subflow[2028]	2028	45	30	75	-30	75	60	15	15	0	-60	-30	-30	45	-30	15	45	75	0	-60	-30	-30	0	75	0	45	45	60	-30	-30	0	45	-30	15	-30	-30	15	45	-60	15	-60	75	-30	-60	60	0	75	75	-60	45	15	-60	15	15	-60	-60	60	75	-30	0	-30	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	6	10	4	8	6	8	8	8	6	45	45	0	-60	45	15	45	75	75	0	45	75	45	45	-30	45	15	75	15	-60	15	75	45	15	45	-60	15	75	75	-30	75	75	75	45	45	30	45	15	45	-30	75	75	0	-30	0	60	75	-30	1.36866	0.0543230930469	0.52498875	419.991	479.826	16823.8748779	1.36737033166	1.63916997421	2.29595887475	1.94182387222	59.835	0.3989	1	4069919591.5879374	16823.8748779	4069902767.7130594
OK	Optimization1[1]/Subflow[2029]	2029	45	60	75	15	75	75	-30	45	-60	-60	-30	-30	45	15	15	75	75	30	-30	-30	-30	30	75	0	45	75	0	45	-30	0	45	-30	-30	-60	15	15	45	15	-30	-60	75	-30	-60	60	-60	75	75	-60	45	45	0	45	-30	-60	-30	75	75	45	-60	15	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	7	10	8	7	6	5	6	6	6	45	75	0	-60	45	15	45	75	75	30	75	45	45	15	-60	75	-60	60	45	-60	15	60	45	15	45	-30	15	45	45	-60	75	15	75	45	45	60	45	45	45	15	75	75	30	45	30	60	15	-30	1.16608	0.0710116544985	0.62794875	502.359	531.264	14357.8096924	1.1660824346	1.39993653324	2.18524511468	1.86635350711	28.905	0.1927	1	9774391319.431156	14357.8096924	9774376961.621464
OK	Optimization1[1]/Subflow[2030]	2030	45	60	45	15	75	60	-30	15	-60	0	15	-30	45	-60	15	75	45	0	-60	-30	-30	0	75	0	45	75	30	-60	-60	0	45	-30	15	15	-30	15	45	-30	-30	-30	75	-30	-60	30	-60	75	75	-60	45	15	-60	15	-30	-60	-60	75	75	15	-60	-60	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	7	10	6	7	6	5	6	6	5	45	45	-60	-30	45	45	45	75	75	30	75	45	45	15	-30	45	-60	75	15	-60	-30	60	45	15	45	15	15	75	45	-30	75	45	45	75	15	60	45	45	45	45	45	45	30	15	60	60	15	15	1.17917	0.101027500248	0.57201375	457.611	493.011	15044.8917236	1.17916530142	1.41446557807	2.1086833809	1.79967393571	35.4	0.236	1	488476255.67600614	15044.8917236	488461210.78428257
OK	Optimization1[1]/Subflow[2032]	2032	45	75	75	15	75	60	15	45	0	0	-30	-30	45	-30	15	75	75	30	-60	15	-30	0	75	-60	45	75	60	-30	-30	30	45	-60	45	-30	-60	15	45	-30	-30	-60	75	-30	-30	0	-60	75	75	-60	45	15	0	15	-60	-60	-30	60	75	-30	0	-30	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	7	10	8	7	6	7	6	6	6	45	15	-60	-30	45	-30	45	75	60	0	75	75	45	45	-30	45	-60	30	45	0	-60	75	15	-30	45	-30	45	75	45	-30	75	45	75	45	45	60	45	15	45	15	75	75	0	15	60	60	15	-30	1.12771	0.059208058591	0.640035	512.028	540.918	14383.9899902	1.12738869644	1.35837149576	2.22943369137	1.90727994017	28.89	0.1926	1	16742841627.256779	14383.9899902	16742827243.266788
OK	Optimization1[1]/Subflow[2033]	2033	45	60	75	15	75	75	15	45	-60	0	15	-30	45	-30	15	15	75	30	15	-30	-30	30	75	0	45	75	30	-30	-60	0	45	-30	15	-60	-30	15	45	-30	-30	-30	75	15	-60	30	-60	45	75	0	45	15	-60	15	-30	0	-60	75	75	15	0	15	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	12	6	7	6	7	8	6	5	45	15	-60	-30	75	15	45	75	60	30	75	75	45	45	-30	45	-30	75	15	0	-30	75	75	45	45	-60	15	75	45	-30	45	45	75	75	45	30	45	45	45	-30	75	75	30	15	0	60	75	-60	1.09627	0.0662977532959	0.62464875	499.719	535.359	13692.9133301	1.09627323652	1.31040328443	1.9077233421	1.63425670072	35.64	0.2376	1	12502602504.65676	13692.9133301	12502588811.74343
OK	Optimization1[1]/Subflow[2034]	2034	45	60	75	15	75	60	-30	75	-60	0	-60	15	45	-30	-30	75	75	30	15	15	-60	0	75	0	45	75	30	-30	-30	0	45	15	45	-30	-30	-30	45	-30	-30	-30	45	-30	-30	0	-60	75	75	-60	45	45	-60	15	-60	-60	-30	75	75	15	-60	-30	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	7	10	6	7	6	7	6	8	6	45	75	-60	-60	75	-30	45	75	60	0	75	45	45	45	-30	45	-60	60	15	-60	-30	60	15	15	45	-30	15	75	15	-30	75	45	75	15	45	60	45	15	45	15	75	75	30	15	60	60	45	15	1.27276	0.0573992858137	0.63157875	505.263	530.268	14984.2296143	1.27276073797	1.52584382772	2.33462681568	1.99535659347	25.005	0.1667	1	9161533227.04167	14984.2296143	9161518242.812056
